-2.087893555292609782e-01,6.271085669802237694e-01,4.269156371261022959e-02,5.398508668204401451e-01,3.758627801660776035e-01,1.629309052509143527e-02,8.987849754643252587e-02
-4.776950171215912921e-01,4.124533658839600880e-01,-2.358199235473693589e-01,1.725682369179053488e-01,-1.653591678445963109e-01,-1.061343841248843858e-02,2.685329845282478645e-01
-2.175952730632055410e+00,6.616007250922238958e-01,1.082470755919936023e+00,2.006755469500180578e+00,-3.093986738039463891e+00,4.610257919952333028e-01,4.358400889113279719e-01
-3.666359550323355920e-01,6.347150374763383951e-01,7.068210682831485916e-03,6.126955974565457402e-02,2.306357497590693362e-01,-3.390669062067797057e-01,6.094362844345437707e-02
-3.196915803283954638e+00,7.811262698490184508e-01,8.641448313345798660e-01,6.415643585439512186e-01,-4.786307864129523693e-01,6.396712905393546478e-02,7.192961585182079676e-02
-1.166241499399458537e+00,2.252531037346532372e-01,8.445722730879361428e-01,-1.460314011244072119e-01,-5.026428934174440033e-02,-7.126878224544016538e-01,-5.068379130334627058e-01
4.845804996053357794e-01,-5.711942091665910270e-01,8.747494653794377628e-01,4.292733681459791617e-01,-2.934613596819088954e+00,-7.641834216720143624e-01,1.063738840926794049e+00
1.390000254175644656e+00,-1.170305860687938848e+00,-3.040949991686111353e+00,1.574820000594805203e+00,-3.087106231526824729e+00,4.722239661754915052e-01,6.872747007348838366e-01
-2.176523780988550705e+00,7.207164640346500062e-02,6.477498042973152126e-01,8.945935649875963458e-01,4.382187583343085113e-01,8.780294358992130066e-01,1.242405683477412343e-01
-7.360961250631361530e-01,-1.284121378931497137e+00,1.316184678831942678e+00,6.683655797772719565e-01,6.138909046390406132e-01,6.330589863722243527e-01,-7.445227203796375148e-01
5.535059982748405938e-01,-1.499835437178421438e-01,-8.550154610313028813e-01,-1.679376082548134086e-01,4.421604989811837028e-01,-1.384561205520060956e-01,-1.121054569033751308e-01
2.472042203925845297e-02,1.071926509770484703e-01,-1.192047179076559216e+00,3.940331803997164650e-01,7.628478707927938141e-02,-5.091236983639196856e-03,2.999273842471115725e-01
6.875658037423584834e-02,-2.805781049596308141e-01,1.775730742048755306e-01,-5.667815340798731949e-02,7.926710167445228938e-01,1.746780766412668884e+00,-1.004691937270680624e+00
-3.482733776121550995e-01,5.028978503498545694e-01,4.588546510703385428e-02,2.435491226699801892e-01,1.107303064141887949e-01,-1.548801370733945693e-01,1.595604618900200999e-02
-2.848017151539706804e-01,4.327283184925382331e-01,-5.873548605315187521e-01,-1.261527661616492491e-01,4.759813766617770892e-01,3.833863391861920822e-01,4.618773646750709561e-01
-9.861628926215747493e-01,1.423097905879335157e+00,-4.849972354309686762e-01,4.204174788213310143e-01,6.506766038257777440e-01,3.984885629345094049e-01,4.628175959604632905e-02
-1.857652184578909849e-01,-4.346959873712182704e-02,5.103118026188478984e-01,1.405862175610705478e+00,-2.627510926580062467e+00,-6.455617682067493757e-01,6.581196255807204853e-02
1.325720900720062101e-01,3.844421343006547698e-01,-1.197803871101511097e+00,1.104111159923008983e-01,4.986113861070455289e-01,7.141140594156560883e-01,-1.863641730799054375e-01
1.621694832686148668e+00,2.253733169538881143e+00,1.418110009635759283e+00,-1.970089119346498885e+00,-4.741879943466520864e+00,8.801403666559404204e-01,-3.487756948396776302e-01
-2.021136036605347908e+00,2.819347456723362427e-02,8.733534045999385986e-01,1.114336560959689804e+00,4.234575748847067000e-01,8.095321667655140940e-01,-3.383991553807718655e-01
-5.326847653360733403e-01,2.859250835763485488e-01,-2.712398538126866154e-01,-4.262768055065795925e-01,3.654223909326581587e-01,2.185384772959015898e-01,-4.234698329217925078e-02
-1.037897420550162986e+00,5.841726376856881675e-02,1.100950773941282046e+00,1.234967802205865217e+00,1.326603075426530109e-01,3.032911378132730817e+00,-2.837092228363281565e-01
2.739810509366959135e+00,-3.837142962688028236e-01,1.803450090189075761e+00,-1.267136703240844042e+00,-1.922085933025936333e+00,-2.504553868460610122e+00,-2.721492764497286831e+00
-7.448102420474912444e-01,2.911309173662740002e-01,-1.434914410764654424e-01,-4.569355129864140913e-02,2.971915039484854804e-01,-1.221821592689114298e-02,-1.230608919100619064e-01
-1.431661694401751506e+00,1.113404657145993015e+00,3.049179813414056861e-01,-6.679005928040033790e-01,-3.808518718499018796e-01,-2.757843250251257317e-01,5.407994857137010669e-01
6.320637007416836095e-01,1.561855985013603509e-01,-5.790908279844092510e-01,2.922517692418157842e-01,3.080198962560984910e-01,6.438788487623800516e-02,3.139156761100834192e-01
1.264767608902220397e+00,1.232548210663481081e+00,-1.410844418803200995e+00,3.792080413869661770e-01,4.089765801348997989e-03,1.187943868606476050e+00,1.164070293925222987e+00
-5.352380651201764650e-01,-1.051115895852058113e+00,-1.151654321311761819e+00,-1.480330053916659283e+00,-1.196227067943301803e-01,1.212675109580382493e+00,-1.323315326416588389e-01
-1.570066537206312951e+00,-6.653500762714616990e-01,1.179954239624451562e+00,8.543660721006872683e-01,1.664349911724535835e-01,-6.841523395987785250e-01,-9.121566619298268064e-01
1.474100865911552427e+00,-1.281622994143523764e+00,-2.555266636403006886e-01,7.668555845357962752e-01,1.812130547237526645e+00,1.234477172997260563e+00,-9.352367467515908528e-01
7.872888191058252660e-01,-5.236256735243164373e-01,1.061108638924392222e+00,2.358435452842067848e-01,-3.636767859966000493e+00,-1.271225189659747068e+00,5.788500320122316189e-01
1.724701451126249285e+00,-4.497391909174507374e-01,-1.216704767474014126e+00,7.406646358827790877e-01,6.968649971536402532e-01,4.447679924521198425e-01,-3.285363861541182873e-01
-1.611872264680329625e+00,-9.660000541111378736e-01,-2.824239683279750612e-01,-1.489826235835162382e+00,-1.103387076105251996e+00,-1.765336760985208586e-01,3.657671082448710753e-01
7.007782708474426248e-02,1.902115639968360861e-01,-1.795327669516616209e-01,-8.928479573168710548e-01,1.345049201815486928e-01,-1.075432779113729476e+00,6.137576519478148418e-01
-3.688451638073829697e-01,6.152238929020324987e-01,-3.246159852687112157e-01,-2.335968782974043589e-01,4.493620194173030269e-01,-1.384166591598082752e-01,6.415814117716235332e-01
-3.479755341000699831e-01,1.978051162833285581e-01,-3.430204509208904518e-01,3.952329463129428677e-01,-1.163918674461286301e-01,-4.576696957595838833e-01,-7.020050932688525203e-01
-6.031353580155216498e-01,-1.101813560370753287e+00,-1.095484886059878149e-01,8.999874632745790137e-01,4.007194077261111431e-01,9.033123589038141166e-01,-5.391798801073941494e-01
-9.973395566689919889e-01,8.806983219238616600e-01,-3.786975937621498423e-01,-1.841079802925837949e-01,2.516914136680059588e-01,3.345621634812626088e-01,4.804225615555625661e-01
-3.488504135566293796e-01,5.266504503521961950e-02,-6.817550603364131989e-01,-1.748871843940236481e-01,-5.455354091944656508e-02,-2.628520785641339300e-02,2.812853755406558021e-01
-1.577484454565590832e+00,-8.296764869001237441e-01,9.397365159507166110e-01,1.253973754396962237e+00,4.665486730395256298e-01,9.035410089069465522e-01,-4.454533395259162032e-01
-6.559208072177562521e-01,8.233175618111649996e-01,1.654774995543858152e-01,4.375670488498322741e-01,1.871027491181349867e-01,1.544758557005002364e-01,1.808550553557752294e-01
-5.888912305009091908e-01,9.047699858732832778e-02,7.748592754544738614e-01,5.229036401746336993e-02,2.570948514034275822e-01,-1.200370559985053376e+00,-2.895345306876607738e-01
-1.886357730882324057e+00,-1.084424842066334493e+00,1.852191236883520276e+00,3.796404139017473534e-01,-2.487183331005282105e-01,-3.911568196477893111e-01,-5.818052749977009608e-01
-1.053577454238035838e+00,4.754766776946769968e-01,-4.365662171253489182e-02,-3.789540570779131867e-01,2.969786969230506779e-01,2.873944346926087245e-01,1.170588386283403920e-01
4.029321055314910360e+00,1.216724763977566459e+00,1.892696852916214700e+00,-3.400747419740077326e+00,-1.816691001564228358e+00,7.613651014252461983e-03,-1.424706102170755440e+00
